#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0007049	Cell cycle	17	1246	0.87	9.61e-09	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000322570,9606.ENSP00000348020,9606.ENSP00000384849,9606.ENSP00000386593,9606.ENSP00000386759,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887	MSH2,APC,BRIP1,BARD1,TP53,ATM,FANCD2,SLX4,ERCC4,POLE,MLH3,CDKN1A,PBRM1,SETD2,CDKN2A,BRCA1,MYC
GO Process	GO:0006310	DNA recombination	10	235	1.37	1.03e-08	9606.ENSP00000233146,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000348020,9606.ENSP00000418960,9606.ENSP00000498215	MSH2,BRIP1,BARD1,ATM,FANCD2,SLX4,ERCC4,MLH3,BRCA1,FANCB
GO Process	GO:0010332	Response to gamma radiation	7	55	1.84	1.18e-08	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000384849,9606.ENSP00000478887	TP53,ATM,FANCD2,ERCC6,PARP1,CDKN1A,MYC
GO Process	GO:0006289	Nucleotide-excision repair	7	57	1.83	1.42e-08	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000285398,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000322570,9606.ENSP00000348089	BRIP1,TP53,ERCC3,SLX4,ERCC4,POLE,ERCC6
GO Process	GO:0000077	DNA damage checkpoint signaling	8	105	1.62	1.55e-08	9606.ENSP00000233146,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000348089,9606.ENSP00000384849,9606.ENSP00000418960	MSH2,BRIP1,TP53,ATM,FANCD2,ERCC6,CDKN1A,BRCA1
GO Process	GO:0051726	Regulation of cell cycle	16	1108	0.9	1.72e-08	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000287647,9606.ENSP00000348089,9606.ENSP00000384849,9606.ENSP00000386593,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887	MSH2,APC,BRIP1,BARD1,TP53,ATM,ERCC3,FANCD2,ERCC6,CDKN1A,PBRM1,SETD2,CDK12,CDKN2A,BRCA1,MYC
GO Process	GO:0045786	Negative regulation of cell cycle	11	359	1.22	2.01e-08	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000348089,9606.ENSP00000384849,9606.ENSP00000418915,9606.ENSP00000418960	MSH2,APC,BRIP1,BARD1,TP53,ATM,FANCD2,ERCC6,CDKN1A,CDKN2A,BRCA1
GO Process	GO:0048519	Negative regulation of biological process	29	5313	0.48	2.01e-08	9606.ENSP00000222254,9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000351015,9606.ENSP00000355759,9606.ENSP00000357494,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000384849,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000498215,9606.ENSP00000500891	PIK3R2,MSH2,APC,BRIP1,BARD1,TP53,NTRK2,ATM,FANCD2,SLX4,MAP2K1,ERCC4,PGR,ERCC6,NF1,PARP1,ROS1,SUFU,GNAS,HDAC1,AR,CDKN1A,PBRM1,CDK12,CDKN2A,BRCA1,MYC,FANCB,MUTYH
GO Process	GO:0006139	Nucleobase-containing compound metabolic process	22	2722	0.65	3.59e-08	9606.ENSP00000233146,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000322570,9606.ENSP00000348020,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000359211,9606.ENSP00000363822,9606.ENSP00000364699,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215,9606.ENSP00000500891	MSH2,BRIP1,BARD1,TP53,ATM,ERCC3,FANCD2,SLX4,ERCC4,POLE,MLH3,ERCC6,PARP1,DPYD,AR,SDHD,SETD2,CDK12,CDKN2A,BRCA1,FANCB,MUTYH
GO Process	GO:0010605	Negative regulation of macromolecule metabolic process	22	2760	0.64	4.57e-08	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000351015,9606.ENSP00000355759,9606.ENSP00000357494,9606.ENSP00000358918,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000384849,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000498215	MSH2,APC,BRIP1,BARD1,TP53,NTRK2,ATM,SLX4,ERCC4,PGR,ERCC6,NF1,PARP1,ROS1,SUFU,HDAC1,AR,CDKN1A,CDKN2A,BRCA1,MYC,FANCB
GO Process	GO:0007093	Mitotic cell cycle checkpoint signaling	8	127	1.54	4.91e-08	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000384849,9606.ENSP00000418960	MSH2,APC,BARD1,TP53,ATM,FANCD2,CDKN1A,BRCA1
GO Process	GO:0009893	Positive regulation of metabolic process	25	3847	0.55	5.52e-08	9606.ENSP00000222254,9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000294008,9606.ENSP00000302486,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000357494,9606.ENSP00000360141,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000384849,9606.ENSP00000386593,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000414150,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000498215	PIK3R2,MSH2,APC,BARD1,TP53,NTRK2,ATM,SLX4,MAP2K1,PGR,ERCC6,PARP1,ROS1,GNAS,HDAC1,AR,CDKN1A,PBRM1,SETD2,CDK12,ERG,CDKN2A,BRCA1,MYC,FANCB
GO Process	GO:0090304	Nucleic acid metabolic process	20	2203	0.7	5.52e-08	9606.ENSP00000233146,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000322570,9606.ENSP00000348020,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000363822,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215,9606.ENSP00000500891	MSH2,BRIP1,BARD1,TP53,ATM,ERCC3,FANCD2,SLX4,ERCC4,POLE,MLH3,ERCC6,PARP1,AR,SETD2,CDK12,CDKN2A,BRCA1,FANCB,MUTYH
GO Process	GO:0031323	Regulation of cellular metabolic process	29	5681	0.45	8.24e-08	9606.ENSP00000222254,9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000351015,9606.ENSP00000355759,9606.ENSP00000357494,9606.ENSP00000358918,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000384849,9606.ENSP00000386593,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000414150,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000498215	PIK3R2,MSH2,APC,BRIP1,BARD1,TP53,NTRK2,ATM,FANCD2,SLX4,MAP2K1,ERCC4,PGR,ERCC6,NF1,PARP1,ROS1,SUFU,HDAC1,AR,CDKN1A,PBRM1,SETD2,CDK12,ERG,CDKN2A,BRCA1,MYC,FANCB
GO Process	GO:0080135	Regulation of cellular response to stress	13	712	1.0	8.72e-08	9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000386593,9606.ENSP00000386759,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000498215	BARD1,TP53,ATM,MAP2K1,ERCC4,ERCC6,PARP1,PBRM1,SETD2,CDKN2A,BRCA1,MYC,FANCB
GO Process	GO:0009411	Response to UV	8	150	1.47	1.32e-07	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000285398,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000384849,9606.ENSP00000478887	MSH2,TP53,ERCC3,ERCC4,ERCC6,PARP1,CDKN1A,MYC
GO Process	GO:0009628	Response to abiotic stimulus	15	1107	0.87	1.32e-07	9606.ENSP00000233146,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000351015,9606.ENSP00000355759,9606.ENSP00000364699,9606.ENSP00000384849,9606.ENSP00000418960,9606.ENSP00000478887	MSH2,BRIP1,BARD1,TP53,ATM,ERCC3,FANCD2,ERCC4,ERCC6,NF1,PARP1,SDHD,CDKN1A,BRCA1,MYC
GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process	25	4074	0.53	1.53e-07	9606.ENSP00000222254,9606.ENSP00000233146,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000358918,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000384849,9606.ENSP00000386593,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000414150,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000498215	PIK3R2,MSH2,BRIP1,BARD1,TP53,ATM,FANCD2,SLX4,MAP2K1,ERCC4,PGR,ERCC6,PARP1,SUFU,HDAC1,AR,CDKN1A,PBRM1,SETD2,CDK12,ERG,CDKN2A,BRCA1,MYC,FANCB
GO Process	GO:0000278	Mitotic cell cycle	12	631	1.02	2.75e-07	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000322570,9606.ENSP00000384849,9606.ENSP00000386593,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000478887	MSH2,APC,BARD1,TP53,ATM,FANCD2,POLE,CDKN1A,PBRM1,SETD2,BRCA1,MYC
GO Process	GO:2001022	Positive regulation of response to DNA damage stimulus	8	168	1.42	2.84e-07	9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000386593,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000498215	ATM,ERCC6,PARP1,PBRM1,CDKN2A,BRCA1,MYC,FANCB
GO Process	GO:0007346	Regulation of mitotic cell cycle	11	493	1.09	3.04e-07	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000287647,9606.ENSP00000384849,9606.ENSP00000386593,9606.ENSP00000418915,9606.ENSP00000418960	MSH2,APC,BARD1,TP53,ATM,ERCC3,FANCD2,CDKN1A,PBRM1,CDKN2A,BRCA1
GO Process	GO:0044237	Cellular metabolic process	30	6568	0.4	3.14e-07	9606.ENSP00000222254,9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000322570,9606.ENSP00000348020,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000357494,9606.ENSP00000359211,9606.ENSP00000363822,9606.ENSP00000364699,9606.ENSP00000384849,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000414150,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000498215,9606.ENSP00000500891	PIK3R2,MSH2,APC,BRIP1,BARD1,TP53,NTRK2,ATM,ERCC3,FANCD2,SLX4,MAP2K1,ERCC4,POLE,MLH3,ERCC6,PARP1,ROS1,DPYD,AR,SDHD,CDKN1A,SETD2,CDK12,ERG,CDKN2A,BRCA1,MYC,FANCB,MUTYH
GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process	22	3166	0.58	4.25e-07	9606.ENSP00000222254,9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000294008,9606.ENSP00000302486,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000384849,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000414150,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000498215	PIK3R2,MSH2,APC,BARD1,TP53,NTRK2,ATM,SLX4,MAP2K1,PGR,ERCC6,PARP1,HDAC1,AR,CDKN1A,PBRM1,CDK12,ERG,CDKN2A,BRCA1,MYC,FANCB
GO Process	GO:0007131	Reciprocal meiotic recombination	6	56	1.77	4.26e-07	9606.ENSP00000259008,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000348020	BRIP1,ATM,FANCD2,SLX4,ERCC4,MLH3
GO Process	GO:0010604	Positive regulation of macromolecule metabolic process	23	3533	0.55	4.34e-07	9606.ENSP00000222254,9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000294008,9606.ENSP00000302486,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000384849,9606.ENSP00000386593,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000414150,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000498215	PIK3R2,MSH2,APC,BARD1,TP53,NTRK2,ATM,SLX4,MAP2K1,PGR,ERCC6,PARP1,HDAC1,AR,CDKN1A,PBRM1,SETD2,CDK12,ERG,CDKN2A,BRCA1,MYC,FANCB
GO Process	GO:0048523	Negative regulation of cellular process	26	4736	0.48	4.48e-07	9606.ENSP00000222254,9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000351015,9606.ENSP00000355759,9606.ENSP00000358918,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000384849,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000498215,9606.ENSP00000500891	PIK3R2,MSH2,APC,BRIP1,BARD1,TP53,NTRK2,ATM,FANCD2,SLX4,MAP2K1,ERCC4,ERCC6,NF1,PARP1,SUFU,HDAC1,AR,CDKN1A,PBRM1,CDK12,CDKN2A,BRCA1,MYC,FANCB,MUTYH
