CCND1	ENSG00000110092	ENST00000227507	protein_coding	1	2	3	4	1	0	0	0	0	0	0	1	4	3	0	0	1	0	0	0	0	0	1	0
CCND2	ENSG00000118971	ENST00000261254	protein_coding	1	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CCND2	ENSG00000118971	ENST00000675880	protein_coding	1	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CCND2	ENSG00000118971	ENST00000676279	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
CCND2	ENSG00000118971	ENST00000676411	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
CCNE1	ENSG00000105173	ENST00000262643	protein_coding	1	1	0	4	1	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0
CCNE1	ENSG00000105173	ENST00000357943	protein_coding	1	1	0	4	1	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0
CCNE1	ENSG00000105173	ENST00000444983	protein_coding	1	1	0	4	1	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0
CCNE1	ENSG00000105173	ENST00000576532	protein_coding	1	1	0	4	1	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0
CD74	ENSG00000019582	ENST00000009530	protein_coding	1	1	0	13	1	0	1	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	1	0
CD74	ENSG00000019582	ENST00000353334	protein_coding	1	0	0	14	1	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	1
CD74	ENSG00000019582	ENST00000377795	protein_coding	1	0	0	14	1	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	1
CDK12	ENSG00000167258	ENST00000430627	protein_coding	4	2	10	9	0	0	1	0	0	0	0	3	9	10	0	0	2	0	0	1	0	0	1	0
CDK12	ENSG00000167258	ENST00000447079	protein_coding	4	2	10	9	0	0	1	0	0	0	0	3	9	10	0	0	2	0	0	1	0	0	1	0
CDK12	ENSG00000167258	ENST00000581593	protein_coding	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2
CDK12	ENSG00000167258	ENST00000584632	protein_coding	4	2	9	10	0	0	1	0	0	0	1	3	9	9	0	0	2	0	0	1	0	0	1	0
CDK4	ENSG00000135446	ENST00000257904	protein_coding	1	0	1	5	1	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0
CDK4	ENSG00000135446	ENST00000546489	protein_coding	1	0	1	5	0	0	0	0	0	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0
CDK4	ENSG00000135446	ENST00000547281	protein_coding	1	0	1	5	0	0	0	0	0	0	2	1	3	1	0	0	0	0	0	0	0	0	0	0
CDK4	ENSG00000135446	ENST00000551800	protein_coding	1	0	1	5	0	0	0	0	0	0	3	1	2	1	0	0	0	0	0	0	0	0	0	0
CDK4	ENSG00000135446	ENST00000552254	protein_coding	1	0	1	5	0	0	0	0	0	0	3	1	2	1	0	0	0	0	0	0	0	0	0	0
CDK4	ENSG00000135446	ENST00000552388	protein_coding	1	0	1	5	0	0	0	0	0	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0
CDK4	ENSG00000135446	ENST00000552862	protein_coding	1	0	0	6	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0
CHEK1	ENSG00000149554	ENST00000278916	protein_coding	2	0	1	11	0	0	0	0	0	0	0	1	11	1	0	0	0	0	0	1	0	0	0	0
CHEK1	ENSG00000149554	ENST00000427383	protein_coding	2	0	0	12	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	1	0	0	0	0
CHEK1	ENSG00000149554	ENST00000428830	protein_coding	2	0	1	11	0	0	0	0	0	0	0	1	11	1	0	0	0	0	0	1	0	0	0	0
CHEK1	ENSG00000149554	ENST00000438015	protein_coding	2	0	1	11	0	0	0	0	0	0	0	1	11	1	0	0	0	0	0	1	0	0	0	0
CHEK1	ENSG00000149554	ENST00000532449	protein_coding	2	0	1	11	0	0	0	0	0	0	0	1	11	1	0	0	0	0	0	1	0	0	0	0
CHEK1	ENSG00000149554	ENST00000534070	protein_coding	2	0	1	11	0	0	0	0	0	0	0	1	11	1	0	0	0	0	0	1	0	0	0	0
CHEK1	ENSG00000149554	ENST00000544373	protein_coding	2	0	0	12	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	1	0	0	0	0
CHEK2	ENSG00000183765	ENST00000348295	protein_coding	1	1	0	9	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0
CHEK2	ENSG00000183765	ENST00000382580	protein_coding	1	1	0	9	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0
CHEK2	ENSG00000183765	ENST00000398017	protein_coding	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
CHEK2	ENSG00000183765	ENST00000402731	protein_coding	1	1	0	9	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0
CHEK2	ENSG00000183765	ENST00000403642	protein_coding	1	0	0	10	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	1	0	0	0	0
CHEK2	ENSG00000183765	ENST00000404276	protein_coding	1	1	0	9	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0
CHEK2	ENSG00000183765	ENST00000405598	protein_coding	1	1	0	9	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0
CHEK2	ENSG00000183765	ENST00000439200	protein_coding	1	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0
CHEK2	ENSG00000183765	ENST00000650233	protein_coding	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
CHEK2	ENSG00000183765	ENST00000650281	protein_coding	1	1	0	9	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0
COL1A1	ENSG00000108821	ENST00000225964	protein_coding	4	4	1	30	0	1	1	0	0	0	0	4	31	1	0	0	3	0	0	0	0	0	1	0
CTNNA1	ENSG00000044115	ENST00000302763	protein_coding	2	3	1	8	1	0	0	0	0	0	0	2	8	1	0	0	1	0	0	0	0	0	2	0
CTNNA1	ENSG00000044115	ENST00000517533	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	ENSG00000044115	ENST00000517656	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	ENSG00000044115	ENST00000518381	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	ENSG00000044115	ENST00000518825	protein_coding	2	3	1	8	1	0	0	0	0	0	0	2	7	1	0	0	1	0	0	0	0	0	2	1
CTNNA1	ENSG00000044115	ENST00000519116	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	ENSG00000044115	ENST00000519634	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	ENSG00000044115	ENST00000520520	protein_coding	1	1	0	5	1	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	2
CTNNA1	ENSG00000044115	ENST00000520522	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	ENSG00000044115	ENST00000520865	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	ENSG00000044115	ENST00000521640	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	ENSG00000044115	ENST00000521683	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	ENSG00000044115	ENST00000522013	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	ENSG00000044115	ENST00000523298	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	ENSG00000044115	ENST00000523685	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	ENSG00000044115	ENST00000540387	protein_coding	2	3	0	6	1	0	0	0	0	0	0	2	6	0	0	0	1	0	0	0	0	0	2	0
CTNNA1	ENSG00000044115	ENST00000627109	protein_coding	2	3	1	8	1	0	0	0	0	0	0	2	8	1	0	0	1	0	0	0	0	0	2	0
CTNNB1	ENSG00000168036	ENST00000349496	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000396183	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000396185	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000405570	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000431914	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000433400	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000441708	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000450969	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000453024	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000642248	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000642315	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000642426	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000642836	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000642886	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000642986	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000642992	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000643031	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000643297	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000643541	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000643977	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000643992	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000644138	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000644524	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000644678	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000644867	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000644873	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000645210	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
CTNNB1	ENSG00000168036	ENST00000645276	protein_coding	1	1	3	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0
