#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Monarch	HP:0007364	Aplasia/Hypoplasia of the cerebrum	5	1300	1.1	0.0072	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000362441	MSH2,FANCM,RSPO2,NTRK2,ATRX
Monarch	HP:0010987	Abnormal cellular immune system morphology	4	517	1.4	0.0072	9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000362441	MSH2,RB1,FANCM,ATRX
Monarch	HP:0011024	Abnormality of the gastrointestinal tract	5	1384	1.07	0.0072	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000362441	MSH2,FANCM,RSPO2,NTRK2,ATRX
Monarch	HP:0011842	Abnormal skeletal morphology	6	2573	0.88	0.0072	9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000362441	MSH2,RB1,FANCM,RSPO2,NTRK2,ATRX
Monarch	HP:0012639	Abnormal nervous system morphology	6	2546	0.89	0.0072	9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000362441	MSH2,RB1,FANCM,RSPO2,NTRK2,ATRX
Monarch	HP:0033127	Abnormality of the musculoskeletal system	6	3173	0.79	0.0089	9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000362441	MSH2,RB1,FANCM,RSPO2,NTRK2,ATRX
Monarch	HP:0001824	Weight loss	3	218	1.65	0.0127	9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430	MSH2,RB1,FANCM
Monarch	HP:0001273	Abnormal corpus callosum morphology	4	784	1.22	0.0141	9606.ENSP00000233146,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000362441	MSH2,RSPO2,NTRK2,ATRX
Monarch	HP:0002823	Abnormality of femur morphology	3	253	1.59	0.0156	9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000362441	RB1,FANCM,ATRX
Monarch	HP:0012718	Morphological abnormality of the gastrointestinal tract	4	845	1.19	0.0172	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441	MSH2,FANCM,RSPO2,ATRX
Monarch	HP:0025033	Abnormality of digestive system morphology	4	849	1.19	0.0172	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441	MSH2,FANCM,RSPO2,ATRX
Monarch	HP:0001274	Agenesis of corpus callosum	3	275	1.55	0.0181	9606.ENSP00000233146,9606.ENSP00000276659,9606.ENSP00000362441	MSH2,RSPO2,ATRX
Monarch	HP:0012732	Anorectal anomaly	3	274	1.56	0.0181	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000276659	MSH2,FANCM,RSPO2
Monarch	HP:0040064	Abnormality of limbs	5	2018	0.91	0.0200	9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000362441	RB1,FANCM,RSPO2,NTRK2,ATRX
Monarch	HP:0012372	Abnormal eye morphology	5	2077	0.9	0.0219	9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000362441	RB1,FANCM,RSPO2,NTRK2,ATRX
Monarch	HP:0000119	Abnormality of the genitourinary system	5	2189	0.88	0.0270	9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441	MSH2,RB1,FANCM,RSPO2,ATRX
Monarch	HP:0000505	Visual impairment	4	995	1.12	0.0270	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000277120,9606.ENSP00000362441	MSH2,FANCM,NTRK2,ATRX
Monarch	HP:0010993	Abnormal cerebral subcortex morphology	4	999	1.12	0.0270	9606.ENSP00000233146,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000362441	MSH2,RSPO2,NTRK2,ATRX
Monarch	HP:0100606	Neoplasm of the respiratory system	2	49	2.13	0.0270	9606.ENSP00000233146,9606.ENSP00000267163	MSH2,RB1
Monarch	HP:0000525	Abnormality iris morphology	3	352	1.45	0.0295	9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000276659	RB1,FANCM,RSPO2
Monarch	HP:0000008	Abnormal morphology of female internal genitalia	3	355	1.44	0.0296	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000276659	MSH2,FANCM,RSPO2
Monarch	HP:0000077	Abnormality of the kidney	4	1077	1.09	0.0311	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441	MSH2,FANCM,RSPO2,ATRX
Monarch	HP:0030063	Neuroepithelial neoplasm	2	55	2.08	0.0311	9606.ENSP00000233146,9606.ENSP00000267163	MSH2,RB1
Monarch	HP:0010935	Abnormality of the upper urinary tract	4	1101	1.08	0.0316	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441	MSH2,FANCM,RSPO2,ATRX
Monarch	HP:0000812	Abnormal internal genitalia	3	391	1.4	0.0327	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000276659	MSH2,FANCM,RSPO2
Monarch	HP:0007565	Multiple cafe-au-lait spots	2	60	2.04	0.0327	9606.ENSP00000233146,9606.ENSP00000267430	MSH2,FANCM
Monarch	HP:0012243	Abnormal reproductive system morphology	4	1117	1.07	0.0327	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441	MSH2,FANCM,RSPO2,ATRX
Monarch	HP:0012373	Abnormal eye physiology	5	2405	0.83	0.0327	9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000277120,9606.ENSP00000362441	MSH2,RB1,FANCM,NTRK2,ATRX
Monarch	HP:0001098	Abnormal fundus morphology	4	1143	1.06	0.0328	9606.ENSP00000267163,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000362441	RB1,RSPO2,NTRK2,ATRX
Monarch	HP:0001626	Abnormality of the cardiovascular system	5	2438	0.83	0.0328	9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441	MSH2,RB1,FANCM,RSPO2,ATRX
Monarch	HP:0002087	Abnormality of the upper respiratory tract	3	398	1.39	0.0328	9606.ENSP00000233146,9606.ENSP00000276659,9606.ENSP00000362441	MSH2,RSPO2,ATRX
Monarch	HP:0001892	Abnormal bleeding	3	411	1.38	0.0340	9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000362441	MSH2,RB1,ATRX
Monarch	HP:0000752	Hyperactivity	3	423	1.37	0.0362	9606.ENSP00000233146,9606.ENSP00000277120,9606.ENSP00000362441	MSH2,NTRK2,ATRX
Monarch	HP:0001627	Abnormal heart morphology	4	1206	1.04	0.0362	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441	MSH2,FANCM,RSPO2,ATRX
Monarch	HP:0010460	Abnormality of the female genitalia	3	422	1.37	0.0362	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000276659	MSH2,FANCM,RSPO2
Monarch	HP:0000050	Hypoplastic male external genitalia	3	452	1.34	0.0411	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441	FANCM,RSPO2,ATRX
Monarch	HP:0010622	Neoplasm of the skeletal system	2	81	1.91	0.0453	9606.ENSP00000233146,9606.ENSP00000267163	MSH2,RB1
