#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	SIFT	PolyPhen	AF	CLIN_SIG	SOMATIC	PHENO	PUBMED	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE	TRANSCRIPTION_FACTORS
.	1:2560686-2560694	-	non_coding_transcript_exon_variant	MODIFIER	TNFRSF14	ENSG00000157873	Transcript	ENST00000496064.5	retained_intron	5/5	-	-	-	632-639	-	-	-	-	-	-	1	-	HGNC	HGNC:11912	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
.	1:2560686-2560694	-	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR00000918616	promoter	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	1:15936184-15936185	-	frameshift_variant	HIGH	SPEN	ENSG00000065526	Transcript	ENST00000375759.8	protein_coding	11/15	-	-	-	10306	9945	3315	H/X	caC/ca	COSV105311857	-	1	-	HGNC	HGNC:17575	NM_015001.3	-	1	P1	-	-	-	-	1	1	-	-	-	-	-	-
.	1:15936184-15936185	-	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	SPEN	ENSG00000065526	Transcript	ENST00000438066.2	nonsense_mediated_decay	11/15	-	-	-	11421	-	-	-	-	COSV105311857	-	1	-	HGNC	HGNC:17575	-	-	3	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:15936184-15936185	-	upstream_gene_variant	MODIFIER	SPEN	ENSG00000065526	Transcript	ENST00000487496.1	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	COSV105311857	2398	1	-	HGNC	HGNC:17575	-	-	1	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:15936184-15936185	-	frameshift_variant	HIGH	SPEN	ENSG00000065526	Transcript	ENST00000704274.1	protein_coding	1/4	-	-	-	5542	5544	1848	H/X	caC/ca	COSV105311857	-	1	cds_start_NF	HGNC	HGNC:17575	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26774883-26774884	-	frameshift_variant	HIGH	ARID1A	ENSG00000117713	Transcript	ENST00000324856.13	protein_coding	18/20	-	-	-	5046	4657	1553	P/X	Ccc/cc	COSV61385710	-	1	-	HGNC	HGNC:11110	NM_006015.6	-	1	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26774883-26774884	-	frameshift_variant	HIGH	ARID1A	ENSG00000117713	Transcript	ENST00000374152.7	protein_coding	17/19	-	-	-	4259	3508	1170	P/X	Ccc/cc	COSV61385710	-	1	-	HGNC	HGNC:11110	-	-	5	P4	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26774883-26774884	-	downstream_gene_variant	MODIFIER	ARID1A	ENSG00000117713	Transcript	ENST00000430291.2	retained_intron	-	-	-	-	-	-	-	-	-	COSV61385710	3693	1	-	HGNC	HGNC:11110	-	-	4	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26774883-26774884	-	frameshift_variant	HIGH	ARID1A	ENSG00000117713	Transcript	ENST00000430799.7	protein_coding	18/20	-	-	-	3899	3505	1169	P/X	Ccc/cc	COSV61385710	-	1	-	HGNC	HGNC:11110	-	-	5	A2	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26774883-26774884	-	intron_variant	MODIFIER	ARID1A	ENSG00000117713	Transcript	ENST00000457599.6	protein_coding	-	17/19	-	-	-	-	-	-	-	COSV61385710	-	1	-	HGNC	HGNC:11110	-	-	5	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26774883-26774884	-	intron_variant,NMD_transcript_variant	MODIFIER	ARID1A	ENSG00000117713	Transcript	ENST00000466382.2	nonsense_mediated_decay	-	4/5	-	-	-	-	-	-	-	COSV61385710	-	1	cds_start_NF	HGNC	HGNC:11110	-	-	2	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26774883-26774884	-	frameshift_variant,NMD_transcript_variant	HIGH	ARID1A	ENSG00000117713	Transcript	ENST00000532781.1	nonsense_mediated_decay	1/4	-	-	-	15	16	6	P/X	Ccc/cc	COSV61385710	-	1	cds_start_NF	HGNC	HGNC:11110	-	-	1	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26774883-26774884	-	non_coding_transcript_exon_variant	MODIFIER	ARID1A	ENSG00000117713	Transcript	ENST00000636072.1	retained_intron	4/4	-	-	-	1050	-	-	-	-	COSV61385710	-	1	-	HGNC	HGNC:11110	-	-	5	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26774883-26774884	-	downstream_gene_variant	MODIFIER	ARID1A	ENSG00000117713	Transcript	ENST00000636110.1	retained_intron	-	-	-	-	-	-	-	-	-	COSV61385710	2261	1	-	HGNC	HGNC:11110	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26774883-26774884	-	frameshift_variant	HIGH	ARID1A	ENSG00000117713	Transcript	ENST00000636219.1	protein_coding	17/19	-	-	-	3511	3511	1171	P/X	Ccc/cc	COSV61385710	-	1	cds_start_NF	HGNC	HGNC:11110	-	-	5	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26774883-26774884	-	non_coding_transcript_exon_variant	MODIFIER	ARID1A	ENSG00000117713	Transcript	ENST00000636794.1	protein_coding_CDS_not_defined	6/6	-	-	-	1051	-	-	-	-	COSV61385710	-	1	-	HGNC	HGNC:11110	-	-	5	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26774883-26774884	-	upstream_gene_variant	MODIFIER	ARID1A	ENSG00000117713	Transcript	ENST00000637788.1	retained_intron	-	-	-	-	-	-	-	-	-	COSV61385710	3215	1	-	HGNC	HGNC:11110	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-
.	1:26780401-26780402	-	frameshift_variant	HIGH	ARID1A	ENSG00000117713	Transcript	ENST00000324856.13	protein_coding	20/20	-	-	-	6893	6504	2168	V/X	gtG/gt	-	-	1	-	HGNC	HGNC:11110	NM_006015.6	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
.	1:26780401-26780402	-	frameshift_variant	HIGH	ARID1A	ENSG00000117713	Transcript	ENST00000374152.7	protein_coding	19/19	-	-	-	6106	5355	1785	V/X	gtG/gt	-	-	1	-	HGNC	HGNC:11110	-	-	5	P4	-	-	-	-	-	-	-	-	-	-	-	-
.	1:26780401-26780402	-	frameshift_variant	HIGH	ARID1A	ENSG00000117713	Transcript	ENST00000430799.7	protein_coding	20/20	-	-	-	5746	5352	1784	V/X	gtG/gt	-	-	1	-	HGNC	HGNC:11110	-	-	5	A2	-	-	-	-	-	-	-	-	-	-	-	-
.	1:26780401-26780402	-	frameshift_variant	HIGH	ARID1A	ENSG00000117713	Transcript	ENST00000457599.6	protein_coding	20/20	-	-	-	5853	5853	1951	V/X	gtG/gt	-	-	1	-	HGNC	HGNC:11110	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
.	1:26780401-26780402	-	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	ARID1A	ENSG00000117713	Transcript	ENST00000466382.2	nonsense_mediated_decay	6/6	-	-	-	1921	-	-	-	-	-	-	1	cds_start_NF	HGNC	HGNC:11110	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
.	1:26780401-26780402	-	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	ARID1A	ENSG00000117713	Transcript	ENST00000532781.1	nonsense_mediated_decay	4/4	-	-	-	2002	-	-	-	-	-	-	1	cds_start_NF	HGNC	HGNC:11110	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
.	1:26780401-26780402	-	frameshift_variant	HIGH	ARID1A	ENSG00000117713	Transcript	ENST00000636219.1	protein_coding	19/19	-	-	-	5358	5358	1786	V/X	gtG/gt	-	-	1	cds_start_NF	HGNC	HGNC:11110	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
.	1:26780401-26780402	-	non_coding_transcript_exon_variant	MODIFIER	ARID1A	ENSG00000117713	Transcript	ENST00000637788.1	retained_intron	1/1	-	-	-	2304	-	-	-	-	-	-	1	-	HGNC	HGNC:11110	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	11:108284255-108284255	G	missense_variant,NMD_transcript_variant	MODERATE	ATM	ENSG00000149311	Transcript	ENST00000278616.9	nonsense_mediated_decay	26/64	-	-	-	4081	3775	1259	L/V	Ctg/Gtg	COSV53784615	-	1	-	HGNC	HGNC:795	-	-	5	-	deleterious_low_confidence(0)	possibly_damaging(0.859)	-	-	1	1	-	-	-	-	-	-
.	11:108284255-108284255	G	missense_variant	MODERATE	ATM	ENSG00000149311	Transcript	ENST00000452508.6	protein_coding	27/64	-	-	-	3964	3775	1259	L/V	Ctg/Gtg	COSV53784615	-	1	-	HGNC	HGNC:795	-	-	1	P1	deleterious_low_confidence(0)	possibly_damaging(0.859)	-	-	1	1	-	-	-	-	-	-
.	11:108284255-108284255	G	upstream_gene_variant	MODIFIER	ATM	ENSG00000149311	Transcript	ENST00000524792.5	retained_intron	-	-	-	-	-	-	-	-	-	COSV53784615	3137	1	-	HGNC	HGNC:795	-	-	2	-	-	-	-	-	1	1	-	-	-	-	-	-
.	11:108284255-108284255	G	missense_variant,NMD_transcript_variant	MODERATE	ATM	ENSG00000149311	Transcript	ENST00000527805.6	nonsense_mediated_decay	26/61	-	-	-	3924	3775	1259	L/V	Ctg/Gtg	COSV53784615	-	1	-	HGNC	HGNC:795	-	-	1	-	deleterious_low_confidence(0)	possibly_damaging(0.892)	-	-	1	1	-	-	-	-	-	-
.	11:108284255-108284255	G	upstream_gene_variant	MODIFIER	ATM	ENSG00000149311	Transcript	ENST00000531525.2	protein_coding	-	-	-	-	-	-	-	-	-	COSV53784615	3345	1	cds_start_NF	HGNC	HGNC:795	-	-	1	-	-	-	-	-	1	1	-	-	-	-	-	-
.	11:108284255-108284255	G	upstream_gene_variant	MODIFIER	ATM	ENSG00000149311	Transcript	ENST00000533733.6	retained_intron	-	-	-	-	-	-	-	-	-	COSV53784615	2089	1	-	HGNC	HGNC:795	-	-	1	-	-	-	-	-	1	1	-	-	-	-	-	-
.	11:108284255-108284255	G	missense_variant,NMD_transcript_variant	MODERATE	ATM	ENSG00000149311	Transcript	ENST00000675595.1	nonsense_mediated_decay	25/62	-	-	-	3742	3610	1204	L/V	Ctg/Gtg	COSV53784615	-	1	-	HGNC	HGNC:795	-	-	-	-	deleterious_low_confidence(0)	possibly_damaging(0.847)	-	-	1	1	-	-	-	-	-	-
.	11:108284255-108284255	G	missense_variant	MODERATE	ATM	ENSG00000149311	Transcript	ENST00000675843.1	protein_coding	26/63	-	-	-	3925	3775	1259	L/V	Ctg/Gtg	COSV53784615	-	1	-	HGNC	HGNC:795	NM_000051.4	-	-	P1	deleterious_low_confidence(0)	possibly_damaging(0.859)	-	-	1	1	-	-	-	-	-	-
.	11:108284255-108284255	G	non_coding_transcript_exon_variant	MODIFIER	ATM	ENSG00000149311	Transcript	ENST00000682289.1	retained_intron	2/2	-	-	-	122	-	-	-	-	COSV53784615	-	1	-	HGNC	HGNC:795	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-
.	11:108284255-108284255	G	non_coding_transcript_exon_variant	MODIFIER	ATM	ENSG00000149311	Transcript	ENST00000683174.1	retained_intron	26/63	-	-	-	3925	-	-	-	-	COSV53784615	-	1	-	HGNC	HGNC:795	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-
.	12:49028145-49028145	T	splice_region_variant,splice_polypyrimidine_tract_variant,intron_variant	LOW	KMT2D	ENSG00000167548	Transcript	ENST00000301067.12	protein_coding	-	46/54	-	-	-	-	-	-	-	rs1361493614	-	-1	-	HGNC	HGNC:7133	NM_003482.4	-	5	P4	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000552391.2	retained_intron	-	-	-	-	-	-	-	-	-	rs1361493614	1264	-1	-	HGNC	HGNC:7133	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000681974.1	retained_intron	-	-	-	-	-	-	-	-	-	rs1361493614	2743	-1	-	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000682693.1	retained_intron	-	-	-	-	-	-	-	-	-	rs1361493614	3584	-1	-	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	splice_region_variant,splice_polypyrimidine_tract_variant,intron_variant	LOW	KMT2D	ENSG00000167548	Transcript	ENST00000683543.2	protein_coding	-	46/55	-	-	-	-	-	-	-	rs1361493614	-	-1	-	HGNC	HGNC:7133	-	-	-	A2	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000683863.1	retained_intron	-	-	-	-	-	-	-	-	-	rs1361493614	1700	-1	-	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000684428.1	protein_coding	-	-	-	-	-	-	-	-	-	rs1361493614	1645	-1	cds_start_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000684755.1	retained_intron	-	-	-	-	-	-	-	-	-	rs1361493614	1645	-1	-	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000685024.1	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	rs1361493614	1055	-1	cds_start_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	splice_region_variant,splice_polypyrimidine_tract_variant,intron_variant	LOW	KMT2D	ENSG00000167548	Transcript	ENST00000685166.1	protein_coding	-	45/53	-	-	-	-	-	-	-	rs1361493614	-	-1	-	HGNC	HGNC:7133	-	-	-	A2	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000685554.1	protein_coding	-	-	-	-	-	-	-	-	-	rs1361493614	3030	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000685979.1	protein_coding	-	-	-	-	-	-	-	-	-	rs1361493614	916	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000685982.1	protein_coding	-	-	-	-	-	-	-	-	-	rs1361493614	2456	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000686151.1	retained_intron	-	-	-	-	-	-	-	-	-	rs1361493614	125	-1	-	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000686564.1	protein_coding	-	-	-	-	-	-	-	-	-	rs1361493614	916	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000687201.1	protein_coding	-	-	-	-	-	-	-	-	-	rs1361493614	4368	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	splice_region_variant,splice_polypyrimidine_tract_variant,intron_variant,NMD_transcript_variant	LOW	KMT2D	ENSG00000167548	Transcript	ENST00000687241.1	nonsense_mediated_decay	-	3/4	-	-	-	-	-	-	-	rs1361493614	-	-1	cds_start_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000688411.1	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	rs1361493614	4	-1	cds_start_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000691463.1	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	rs1361493614	4	-1	cds_start_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000691932.1	protein_coding	-	-	-	-	-	-	-	-	-	rs1361493614	3437	-1	cds_start_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000691986.1	protein_coding	-	-	-	-	-	-	-	-	-	rs1361493614	916	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	splice_region_variant,splice_polypyrimidine_tract_variant,intron_variant	LOW	KMT2D	ENSG00000167548	Transcript	ENST00000692637.1	protein_coding	-	45/53	-	-	-	-	-	-	-	rs1361493614	-	-1	-	HGNC	HGNC:7133	-	-	-	A2	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000692841.1	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	rs1361493614	3030	-1	cds_start_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49028145-49028145	T	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000692973.1	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	rs1361493614	2456	-1	cds_start_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	missense_variant,splice_region_variant	MODERATE	KMT2D	ENSG00000167548	Transcript	ENST00000301067.12	protein_coding	36/55	-	-	-	11453	10234	3412	L/V	Ctg/Gtg	-	-	-1	-	HGNC	HGNC:7133	NM_003482.4	-	5	P4	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000549743.1	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	642	-1	-	HGNC	HGNC:7133	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000552391.2	retained_intron	-	-	-	-	-	-	-	-	-	-	3529	-1	-	HGNC	HGNC:7133	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000683043.1	retained_intron	-	-	-	-	-	-	-	-	-	-	1678	-1	-	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	missense_variant,splice_region_variant	MODERATE	KMT2D	ENSG00000167548	Transcript	ENST00000683543.2	protein_coding	36/56	-	-	-	11453	10234	3412	L/V	Ctg/Gtg	-	-	-1	-	HGNC	HGNC:7133	-	-	-	A2	-	possibly_damaging(0.807)	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	missense_variant,splice_region_variant	MODERATE	KMT2D	ENSG00000167548	Transcript	ENST00000685166.1	protein_coding	35/54	-	-	-	10243	10243	3415	L/V	Ctg/Gtg	-	-	-1	-	HGNC	HGNC:7133	-	-	-	A2	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000685554.1	protein_coding	-	-	-	-	-	-	-	-	-	-	457	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000685979.1	protein_coding	-	-	-	-	-	-	-	-	-	-	4165	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000685982.1	protein_coding	-	-	-	-	-	-	-	-	-	-	3621	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
