# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MCPH1	ENSG00000147316	ENST00000690826	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
MCPH1	ENSG00000147316	ENST00000691435	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
MCPH1	ENSG00000147316	ENST00000692836	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
MCPH1	ENSG00000147316	ENST00000692938	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
NOTCH4	ENSG00000204301	ENST00000375023	protein_coding	0	3	0	1	0	1	1	0	0	0	0	0	2	0
MITF	ENSG00000187098	ENST00000352241	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000642352	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000687384	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000693031	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ATR	ENSG00000175054	ENST00000350721	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ATR	ENSG00000175054	ENST00000661310	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
PDCD1LG2	ENSG00000197646	ENST00000397747	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SF3B1	ENSG00000115524	ENST00000335508	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SF3B1	ENSG00000115524	ENST00000414963	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
SF3B1	ENSG00000115524	ENST00000424674	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SF3B1	ENSG00000115524	ENST00000487698	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
BRCA2	ENSG00000139618	ENST00000380152	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BRCA2	ENSG00000139618	ENST00000544455	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BRCA2	ENSG00000139618	ENST00000680887	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
SETD2	ENSG00000181555	ENST00000409792	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000412450	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000638947	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000685005	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000685399	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000686876	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000690157	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000691544	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000691902	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
ATRX	ENSG00000085224	ENST00000373344	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000395603	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000493470	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ATRX	ENSG00000085224	ENST00000622960	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000623321	protein_coding	0	0	0	3	0	0	1	1	1	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000624032	protein_coding	0	0	0	3	0	0	1	1	1	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000624166	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000624668	protein_coding	0	0	0	3	0	0	1	2	0	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000625063	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0
TSC1	ENSG00000165699	ENST00000298552	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000440111	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000545250	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000642617	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000642627	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000643072	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000643583	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000643875	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000644097	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000644184	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000646625	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NTRK2	ENSG00000148053	ENST00000277120	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000304053	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000323115	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000359847	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000376208	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000376213	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000395882	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000685387	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000685720	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686259	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686322	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686324	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686443	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686496	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686542	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687148	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687386	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687596	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687636	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000688013	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689301	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689685	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689815	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000690281	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691415	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691788	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692181	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692389	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692473	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692506	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692762	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692804	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693109	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693127	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693384	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693539	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
CYP17A1	ENSG00000148795	ENST00000369887	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
CYP17A1	ENSG00000148795	ENST00000638190	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
CYP17A1	ENSG00000148795	ENST00000638272	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
CYP17A1	ENSG00000148795	ENST00000638971	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
CYP17A1	ENSG00000148795	ENST00000639393	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
RB1	ENSG00000139687	ENST00000267163	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0
RB1	ENSG00000139687	ENST00000643064	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
RB1	ENSG00000139687	ENST00000650461	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0
BRCA1	ENSG00000012048	ENST00000352993	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000354071	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000357654	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000461574	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	2
BRCA1	ENSG00000012048	ENST00000468300	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000470026	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000471181	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000473961	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000476777	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000477152	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000478531	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000484087	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000487825	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000491747	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000493795	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000493919	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000494123	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000497488	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000586385	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000591534	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000591849	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000634433	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000644379	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	2
BRCA1	ENSG00000012048	ENST00000652672	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
PDGFRB	ENSG00000113721	ENST00000261799	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
