# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ETV6	ENSG00000139083	ENST00000266427	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
ETV6	ENSG00000139083	ENST00000396373	protein_coding	0	1	0	14	0	0	0	0	14	0	0	0	1	0
ETV6	ENSG00000139083	ENST00000545027	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ESR1	ENSG00000091831	ENST00000206249	protein_coding	0	2	0	3	0	0	0	0	2	0	0	0	2	1
ESR1	ENSG00000091831	ENST00000338799	protein_coding	0	2	0	3	0	0	0	0	2	0	0	0	2	1
ESR1	ENSG00000091831	ENST00000404742	protein_coding	0	1	0	7	0	0	0	0	7	0	0	0	1	0
ESR1	ENSG00000091831	ENST00000406599	protein_coding	0	2	0	3	0	0	0	0	2	0	0	0	2	1
ESR1	ENSG00000091831	ENST00000415488	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000427531	protein_coding	0	0	0	6	1	0	0	0	3	0	0	0	0	2
ESR1	ENSG00000091831	ENST00000440973	protein_coding	0	2	0	9	0	0	0	0	9	0	0	0	2	0
ESR1	ENSG00000091831	ENST00000443427	protein_coding	0	2	0	3	0	0	0	0	2	0	0	0	2	1
ESR1	ENSG00000091831	ENST00000446550	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	1
ESR1	ENSG00000091831	ENST00000456483	protein_coding	0	1	0	4	1	0	0	0	2	0	0	0	1	1
ERBB4	ENSG00000178568	ENST00000342788	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ERBB4	ENSG00000178568	ENST00000402597	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ERBB4	ENSG00000178568	ENST00000436443	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
BRCA1	ENSG00000012048	ENST00000352993	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000354071	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000357654	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000461574	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	2
BRCA1	ENSG00000012048	ENST00000468300	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000470026	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000471181	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000473961	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000476777	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000477152	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000478531	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000484087	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000487825	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000491747	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000493795	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000493919	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000494123	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000497488	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000586385	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000591534	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000591849	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000634433	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000644379	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	2
BRCA1	ENSG00000012048	ENST00000652672	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
CDKN1B	ENSG00000111276	ENST00000228872	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CDKN1B	ENSG00000111276	ENST00000396340	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CDKN1B	ENSG00000111276	ENST00000442489	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
CDKN1B	ENSG00000111276	ENST00000614874	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
NOTCH4	ENSG00000204301	ENST00000375023	protein_coding	0	3	0	1	0	1	1	0	0	0	0	0	2	0
PPP2R1A	ENSG00000105568	ENST00000322088	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PPP2R1A	ENSG00000105568	ENST00000391791	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PPP2R1A	ENSG00000105568	ENST00000462990	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
FANCM	ENSG00000187790	ENST00000267430	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
FANCM	ENSG00000187790	ENST00000542564	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
FANCM	ENSG00000187790	ENST00000554809	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
FANCM	ENSG00000187790	ENST00000556250	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
NF1	ENSG00000196712	ENST00000356175	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000358273	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000431387	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000456735	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000686189	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000691014	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
RSPO2	ENSG00000147655	ENST00000276659	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
RSPO2	ENSG00000147655	ENST00000517781	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
RSPO2	ENSG00000147655	ENST00000517939	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000373344	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000395603	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000493470	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ATRX	ENSG00000085224	ENST00000622960	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000623321	protein_coding	0	0	0	3	0	0	1	1	1	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000624032	protein_coding	0	0	0	3	0	0	1	1	1	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000624166	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000624668	protein_coding	0	0	0	3	0	0	1	2	0	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000625063	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0
AR	ENSG00000169083	ENST00000374690	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
AR	ENSG00000169083	ENST00000396044	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
AR	ENSG00000169083	ENST00000504326	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
