# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
FANCD2	ENSG00000144554	ENST00000675286	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000676013	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000277120	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000304053	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000323115	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000359847	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000376208	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000376213	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000395882	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000685387	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000685720	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686259	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686322	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1
NTRK2	ENSG00000148053	ENST00000686324	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686443	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686496	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686542	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687148	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687386	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687596	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687636	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000688013	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689301	protein_coding	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	1
NTRK2	ENSG00000148053	ENST00000689685	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689815	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000690281	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691415	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691788	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692181	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692389	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692473	protein_coding	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	1
NTRK2	ENSG00000148053	ENST00000692506	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692762	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692804	protein_coding	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693109	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693127	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693384	protein_coding	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693539	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000307102	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000566326	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000685172	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000685763	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000686347	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000689951	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000691576	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000691937	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000692683	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000693150	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MTOR	ENSG00000198793	ENST00000361445	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	0	0	1	0
MTOR	ENSG00000198793	ENST00000376838	protein_coding	0	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	0
MTOR	ENSG00000198793	ENST00000455339	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0
BARD1	ENSG00000138376	ENST00000260947	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0
BARD1	ENSG00000138376	ENST00000421162	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
BARD1	ENSG00000138376	ENST00000613374	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
BARD1	ENSG00000138376	ENST00000613706	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0
BARD1	ENSG00000138376	ENST00000617164	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0
BARD1	ENSG00000138376	ENST00000619009	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
BARD1	ENSG00000138376	ENST00000620057	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000288319	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398897	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398905	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398907	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398910	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398911	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398919	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000417133	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000442448	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000453032	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
