# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NTRK2	ENSG00000148053	ENST00000688013	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689301	protein_coding	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	1
NTRK2	ENSG00000148053	ENST00000689685	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689815	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000690281	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691415	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691788	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692181	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692389	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692473	protein_coding	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	1
NTRK2	ENSG00000148053	ENST00000692506	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692762	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692804	protein_coding	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693109	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693127	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693384	protein_coding	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693539	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
CDK12	ENSG00000167258	ENST00000430627	protein_coding	0	0	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0
CDK12	ENSG00000167258	ENST00000447079	protein_coding	0	0	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0
CDK12	ENSG00000167258	ENST00000584632	protein_coding	0	0	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0
CHEK2	ENSG00000183765	ENST00000348295	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CHEK2	ENSG00000183765	ENST00000382580	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CHEK2	ENSG00000183765	ENST00000398017	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CHEK2	ENSG00000183765	ENST00000402731	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CHEK2	ENSG00000183765	ENST00000403642	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CHEK2	ENSG00000183765	ENST00000404276	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CHEK2	ENSG00000183765	ENST00000405598	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CHEK2	ENSG00000183765	ENST00000425190	protein_coding	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
CHEK2	ENSG00000183765	ENST00000434810	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHEK2	ENSG00000183765	ENST00000439200	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CHEK2	ENSG00000183765	ENST00000456369	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHEK2	ENSG00000183765	ENST00000464581	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHEK2	ENSG00000183765	ENST00000649563	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CHEK2	ENSG00000183765	ENST00000650233	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CHEK2	ENSG00000183765	ENST00000650281	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ERCC6	ENSG00000225830	ENST00000355832	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000447839	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000515869	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000680107	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000681659	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000317501	protein_coding	0	1	0	13	0	0	0	0	0	13	0	0	0	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000355254	protein_coding	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000357724	protein_coding	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000360948	protein_coding	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000394480	protein_coding	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000540489	protein_coding	0	1	0	13	0	0	0	0	0	13	0	0	0	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000542733	protein_coding	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000557856	protein_coding	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000558676	protein_coding	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000560017	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000626019	protein_coding	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000629765	protein_coding	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000269305	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000359597	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000413465	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000420246	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000445888	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000455263	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000503591	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000504290	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000504937	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000508793	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000509690	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000510385	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000514944	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000576024	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0
TP53	ENSG00000141510	ENST00000604348	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000610292	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000610538	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000610623	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000618944	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000619186	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000619485	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000620739	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000622645	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MSH2	ENSG00000095002	ENST00000233146	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MSH2	ENSG00000095002	ENST00000406134	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MSH2	ENSG00000095002	ENST00000543555	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MSH2	ENSG00000095002	ENST00000645506	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PGR	ENSG00000082175	ENST00000263463	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PGR	ENSG00000082175	ENST00000325455	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PGR	ENSG00000082175	ENST00000534013	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PGR	ENSG00000082175	ENST00000619228	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PGR	ENSG00000082175	ENST00000632634	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000296302	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000337303	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000356770	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000394830	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000409057	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000409114	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000409767	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000410007	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000420148	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000423351	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000424867	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000431678	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000439181	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000446103	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000449505	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000450271	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000458294	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APC	ENSG00000134982	ENST00000257430	protein_coding	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000504915	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
APC	ENSG00000134982	ENST00000507379	protein_coding	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000508376	protein_coding	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000512211	protein_coding	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
AR	ENSG00000169083	ENST00000374690	protein_coding	0	0	1	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0
AR	ENSG00000169083	ENST00000396044	protein_coding	0	0	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0
AR	ENSG00000169083	ENST00000504326	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
HDAC1	ENSG00000116478	ENST00000373548	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HDAC1	ENSG00000116478	ENST00000428704	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CDKN2A	ENSG00000147889	ENST00000304494	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CDKN2A	ENSG00000147889	ENST00000479692	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CDKN2A	ENSG00000147889	ENST00000494262	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CDKN2A	ENSG00000147889	ENST00000497750	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CDKN2A	ENSG00000147889	ENST00000498124	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CDKN2A	ENSG00000147889	ENST00000498628	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CDKN2A	ENSG00000147889	ENST00000530628	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CDKN2A	ENSG00000147889	ENST00000578845	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CDKN2A	ENSG00000147889	ENST00000579122	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CDKN2A	ENSG00000147889	ENST00000579755	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FUS	ENSG00000089280	ENST00000254108	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FUS	ENSG00000089280	ENST00000380244	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FUS	ENSG00000089280	ENST00000568685	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
