# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NTRK2	ENSG00000148053	ENST00000685387	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000685720	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686259	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686322	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1
NTRK2	ENSG00000148053	ENST00000686324	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686443	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686496	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686542	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687148	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687386	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687596	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687636	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000688013	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689301	protein_coding	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	1
NTRK2	ENSG00000148053	ENST00000689685	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689815	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000690281	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691415	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691788	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692181	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692389	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692473	protein_coding	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	1
NTRK2	ENSG00000148053	ENST00000692506	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692762	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692804	protein_coding	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693109	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693127	protein_coding	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693384	protein_coding	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693539	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000265620	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000306090	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
GNAS	ENSG00000087460	ENST00000313949	protein_coding	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000349036	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000354359	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000371075	protein_coding	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000371085	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000371095	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000371098	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000371100	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000371102	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000419558	protein_coding	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000453292	protein_coding	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000462499	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
GNAS	ENSG00000087460	ENST00000464788	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000467227	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
GNAS	ENSG00000087460	ENST00000467321	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000468895	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000469431	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000470512	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000472183	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
GNAS	ENSG00000087460	ENST00000476935	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000477931	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000478585	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000480232	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000480975	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000481039	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000482112	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
GNAS	ENSG00000087460	ENST00000485673	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000488546	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000488652	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000491348	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GNAS	ENSG00000087460	ENST00000492907	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000493744	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GNAS	ENSG00000087460	ENST00000603546	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000604005	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000656419	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000657090	protein_coding	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000663479	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
GNAS	ENSG00000087460	ENST00000667293	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000676826	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000682803	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000683015	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000259008	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000577598	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000682453	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000682755	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000682989	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000683039	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000684584	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000287647	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000419585	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000431693	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
FANCD2	ENSG00000144554	ENST00000675286	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000676013	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0
FANCD2OS	ENSG00000163705	ENST00000524279	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLX4	ENSG00000188827	ENST00000294008	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CDH1	ENSG00000039068	ENST00000261769	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CDH1	ENSG00000039068	ENST00000422392	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ERCC4	ENSG00000175595	ENST00000311895	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ERCC4	ENSG00000175595	ENST00000575156	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERCC4	ENSG00000175595	ENST00000682617	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PPP2R1A	ENSG00000105568	ENST00000322088	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP2R1A	ENSG00000105568	ENST00000391791	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PPP2R1A	ENSG00000105568	ENST00000454220	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP2R1A	ENSG00000105568	ENST00000462990	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SDHB	ENSG00000117118	ENST00000375499	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
MUTYH	ENSG00000132781	ENST00000354383	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000355498	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000372098	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000372104	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000372110	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000372115	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000412971	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000435155	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000448481	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000456914	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000483127	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000488731	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000528013	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000529892	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000529984	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000531105	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000672314	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000672818	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SUFU	ENSG00000107882	ENST00000369899	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SUFU	ENSG00000107882	ENST00000369902	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SUFU	ENSG00000107882	ENST00000423559	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000352993	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000354071	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000357654	protein_coding	0	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000461574	protein_coding	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2
BRCA1	ENSG00000012048	ENST00000468300	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000470026	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000471181	protein_coding	0	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000473961	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000476777	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000477152	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000478531	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000484087	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000487825	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000491747	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000493795	protein_coding	0	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000493919	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000494123	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000497488	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000586385	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000591534	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000591849	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000634433	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000644379	protein_coding	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	2
BRCA1	ENSG00000012048	ENST00000652672	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
APC	ENSG00000134982	ENST00000257430	protein_coding	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000504915	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
APC	ENSG00000134982	ENST00000507379	protein_coding	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000508376	protein_coding	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000512211	protein_coding	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
MAP3K1	ENSG00000095015	ENST00000399503	protein_coding	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0
