#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Reactome	HSA-9663199	Defective DNA double strand break response due to BRCA1 loss of function	2	2	3.39	0.0020	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-9699150	Defective DNA double strand break response due to BARD1 loss of function	2	2	3.39	0.0020	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-1640170	Cell Cycle	4	658	1.18	0.0355	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000362441,9606.ENSP00000418960	CDKN1B,BARD1,ATRX,BRCA1
Reactome	HSA-3700989	Transcriptional Regulation by TP53	3	361	1.31	0.0355	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000418960	CDKN1B,BARD1,BRCA1
Reactome	HSA-5685938	HDR through Single Strand Annealing (SSA)	2	37	2.12	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-5688426	Deubiquitination	3	280	1.42	0.0355	9606.ENSP00000260947,9606.ENSP00000363822,9606.ENSP00000418960	BARD1,AR,BRCA1
Reactome	HSA-5689901	Metalloprotease DUBs	2	30	2.22	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	2	26	2.28	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	2	60	1.91	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	2	32	2.19	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-5693571	Nonhomologous End-Joining (NHEJ)	2	51	1.98	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	2	39	2.1	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-69473	G2/M DNA damage checkpoint	2	77	1.81	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-69620	Cell Cycle Checkpoints	3	272	1.43	0.0355	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000418960	CDKN1B,BARD1,BRCA1
Reactome	HSA-73894	DNA Repair	3	310	1.38	0.0355	9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000418960	BARD1,FANCM,BRCA1
Reactome	HSA-9675126	Diseases of mitotic cell cycle	2	38	2.11	0.0355	9606.ENSP00000228872,9606.ENSP00000362441	CDKN1B,ATRX
Reactome	HSA-9701192	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	2	24	2.31	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-9704331	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	2	24	2.31	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	2	24	2.31	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-9709570	Impaired BRCA2 binding to RAD51	2	34	2.16	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-9709603	Impaired BRCA2 binding to PALB2	2	24	2.31	0.0355	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-5693607	Processing of DNA double-strand break ends	2	80	1.79	0.0359	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Reactome	HSA-6804756	Regulation of TP53 Activity through Phosphorylation	2	92	1.73	0.0456	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
WikiPathways	WP1971	Integrated cancer pathway	3	44	2.23	0.00055	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000418960	CDKN1B,BARD1,BRCA1
WikiPathways	WP2263	Androgen receptor network in prostate cancer	3	109	1.83	0.0038	9606.ENSP00000260947,9606.ENSP00000363822,9606.ENSP00000418960	BARD1,AR,BRCA1
WikiPathways	WP3981	miRNA regulation of prostate cancer signaling pathways	2	31	2.2	0.0197	9606.ENSP00000228872,9606.ENSP00000363822	CDKN1B,AR
Monarch	HP:0000008	Abnormal morphology of female internal genitalia	6	355	1.62	1.20e-05	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,BARD1,FANCM,RSPO2,AR,BRCA1
Monarch	HP:0000812	Abnormal internal genitalia	6	391	1.58	1.20e-05	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,BARD1,FANCM,RSPO2,AR,BRCA1
Monarch	HP:0010460	Abnormality of the female genitalia	6	422	1.54	1.20e-05	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,BARD1,FANCM,RSPO2,AR,BRCA1
Monarch	HP:0010461	Abnormality of the male genitalia	7	951	1.26	1.20e-05	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,BARD1,FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0033019	Male reproductive system neoplasm	4	41	2.38	1.20e-05	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,BARD1,AR,BRCA1
Monarch	HP:0010785	Gonadal neoplasm	4	76	2.11	3.03e-05	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,BARD1,AR,BRCA1
Monarch	HP:0011024	Abnormality of the gastrointestinal tract	7	1384	1.1	8.65e-05	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,BARD1,FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0011027	Abnormal fallopian tube morphology	3	18	2.61	8.65e-05	9606.ENSP00000260947,9606.ENSP00000363822,9606.ENSP00000418960	BARD1,AR,BRCA1
Monarch	HP:0011793	Neoplasm by anatomical site	6	732	1.3	8.65e-05	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,BARD1,FANCM,ATRX,AR,BRCA1
Monarch	HP:0000035	Abnormal testis morphology	6	793	1.27	9.92e-05	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0000022	Abnormal male internal genitalia morphology	3	38	2.29	0.00033	9606.ENSP00000260947,9606.ENSP00000363822,9606.ENSP00000418960	BARD1,AR,BRCA1
Monarch	HP:0000130	Abnormality of the uterus	4	195	1.7	0.00044	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,FANCM,AR,BRCA1
Monarch	HP:0002894	Neoplasm of the pancreas	3	52	2.15	0.00070	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000418960	CDKN1B,BARD1,BRCA1
Monarch	HP:0000036	Abnormal penis morphology	5	592	1.32	0.00076	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0000119	Abnormality of the genitourinary system	7	2189	0.9	0.00085	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,BARD1,FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0000028	Cryptorchidism	5	619	1.3	0.00086	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0000047	Hypospadias	4	290	1.53	0.0016	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	FANCM,ATRX,AR,BRCA1
Monarch	HP:0000864	Abnormality of the hypothalamus-pituitary axis	4	314	1.5	0.0018	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,FANCM,AR,BRCA1
Monarch	HP:0010514	Hyperpituitarism	3	82	1.95	0.0018	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000363822	CDKN1B,FANCM,AR
Monarch	HP:0030406	Primary peritoneal carcinoma	2	6	2.91	0.0018	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Monarch	HP:0031093	Abnormal breast morphology	4	332	1.47	0.0022	9606.ENSP00000260947,9606.ENSP00000276659,9606.ENSP00000363822,9606.ENSP00000418960	BARD1,RSPO2,AR,BRCA1
Monarch	HP:0000027	Azoospermia	3	93	1.9	0.0023	9606.ENSP00000267430,9606.ENSP00000363822,9606.ENSP00000418960	FANCM,AR,BRCA1
Monarch	HP:0000135	Hypogonadism	4	343	1.46	0.0023	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	FANCM,ATRX,AR,BRCA1
Monarch	HP:0000010	Recurrent urinary tract infections	3	99	1.87	0.0024	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0002863	Myelodysplasia	3	98	1.88	0.0024	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0012718	Morphological abnormality of the gastrointestinal tract	5	845	1.16	0.0024	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000418960	CDKN1B,FANCM,RSPO2,ATRX,BRCA1
Monarch	HP:0025033	Abnormality of digestive system morphology	5	849	1.16	0.0024	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000418960	CDKN1B,FANCM,RSPO2,ATRX,BRCA1
Monarch	HP:0000079	Abnormality of the urinary system	6	1657	0.95	0.0026	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0004299	Hernia of the abdominal wall	4	371	1.42	0.0026	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	FANCM,ATRX,AR,BRCA1
Monarch	HP:0010866	Abdominal wall defect	4	375	1.42	0.0026	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	FANCM,ATRX,AR,BRCA1
Monarch	HP:0012888	Abnormal uterine cervix morphology	2	10	2.69	0.0027	9606.ENSP00000228872,9606.ENSP00000363822	CDKN1B,AR
Monarch	HP:0002023	Anal atresia	3	113	1.82	0.0030	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000418960	FANCM,RSPO2,BRCA1
Monarch	HP:0002251	Aganglionic megacolon	3	113	1.82	0.0030	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0004362	Abnormality of enteric ganglion morphology	3	113	1.82	0.0030	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0002778	Abnormal tracheal morphology	3	132	1.75	0.0040	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000418960	FANCM,RSPO2,BRCA1
Monarch	HP:0012041	Decreased fertility in males	3	133	1.74	0.0040	9606.ENSP00000267430,9606.ENSP00000363822,9606.ENSP00000418960	FANCM,AR,BRCA1
Monarch	HP:0000050	Hypoplastic male external genitalia	4	452	1.34	0.0042	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822	FANCM,RSPO2,ATRX,AR
Monarch	HP:0000077	Abnormality of the kidney	5	1077	1.06	0.0050	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000418960	CDKN1B,FANCM,RSPO2,ATRX,BRCA1
Monarch	HP:0000818	Abnormality of the endocrine system	5	1070	1.06	0.0050	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,FANCM,ATRX,AR,BRCA1
Monarch	HP:0002012	Abnormality of the abdominal organs	5	1068	1.06	0.0050	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	CDKN1B,BARD1,FANCM,ATRX,BRCA1
Monarch	HP:0010468	Aplasia/Hypoplasia of the testes	3	146	1.7	0.0050	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0010935	Abnormality of the upper urinary tract	5	1101	1.05	0.0054	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000418960	CDKN1B,FANCM,RSPO2,ATRX,BRCA1
Monarch	HP:0000268	Dolichocephaly	3	158	1.67	0.0055	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0011969	Elevated circulating luteinizing hormone level	2	18	2.44	0.0055	9606.ENSP00000267430,9606.ENSP00000363822	FANCM,AR
Monarch	HP:0012125	Prostate cancer	2	18	2.44	0.0055	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Monarch	HP:0010972	Anemia of inadequate production	3	160	1.66	0.0057	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0000137	Abnormality of the ovary	3	165	1.65	0.0060	9606.ENSP00000260947,9606.ENSP00000363822,9606.ENSP00000418960	BARD1,AR,BRCA1
Monarch	HP:0008232	Elevated circulating follicle stimulating hormone level	2	20	2.39	0.0060	9606.ENSP00000267430,9606.ENSP00000363822	FANCM,AR
Monarch	HP:0001671	Abnormal cardiac septum morphology	4	556	1.25	0.0071	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,RSPO2,ATRX,BRCA1
Monarch	HP:0005522	Pyridoxine-responsive sideroblastic anemia	2	23	2.33	0.0072	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0010293	Aplasia/Hypoplasia of the uvula	2	25	2.29	0.0081	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0010469	Absent testis	2	25	2.29	0.0081	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0012443	Abnormality of brain morphology	6	2254	0.82	0.0081	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0010788	Testicular neoplasm	2	26	2.28	0.0084	9606.ENSP00000228872,9606.ENSP00000363822	CDKN1B,AR
Monarch	HP:0003549	Abnormality of connective tissue	5	1294	0.98	0.0088	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,FANCM,ATRX,AR,BRCA1
Monarch	HP:0012733	Macule	3	210	1.55	0.0099	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000418960	CDKN1B,FANCM,BRCA1
Monarch	HP:0100867	Duodenal stenosis	2	29	2.23	0.0099	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0000054	Micropenis	3	217	1.53	0.0102	9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822	RSPO2,ATRX,AR
Monarch	HP:0010978	Abnormality of immune system physiology	5	1347	0.96	0.0102	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,FANCM,ATRX,AR,BRCA1
Monarch	HP:0100587	Abnormal preputium morphology	2	30	2.22	0.0102	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0100760	Clubbing of toes	2	30	2.22	0.0102	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0000347	Micrognathia	4	659	1.17	0.0105	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,RSPO2,ATRX,BRCA1
Monarch	HP:0007378	Neoplasm of the gastrointestinal tract	3	221	1.52	0.0105	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000418960	CDKN1B,BARD1,BRCA1
Monarch	HP:0009118	Aplasia/Hypoplasia of the mandible	4	660	1.17	0.0105	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,RSPO2,ATRX,BRCA1
Monarch	HP:0001537	Umbilical hernia	3	228	1.51	0.0106	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0001551	Abnormal umbilicus morphology	3	235	1.5	0.0111	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0007874	Almond-shaped palpebral fissure	2	35	2.15	0.0112	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0000568	Microphthalmia	3	239	1.49	0.0114	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000418960	FANCM,RSPO2,BRCA1
Monarch	HP:0012639	Abnormal nervous system morphology	6	2546	0.76	0.0120	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0002823	Abnormality of femur morphology	3	253	1.47	0.0128	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0000069	Abnormality of the ureter	3	257	1.46	0.0132	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0000582	Upslanted palpebral fissure	3	259	1.46	0.0134	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0000037	Male pseudohermaphroditism	2	41	2.08	0.0138	9606.ENSP00000362441,9606.ENSP00000363822	ATRX,AR
Monarch	HP:0008678	Renal hypoplasia/aplasia	3	264	1.45	0.0139	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0011792	Neoplasm by histology	3	275	1.43	0.0150	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000418960	CDKN1B,BARD1,BRCA1
Monarch	HP:0012732	Anorectal anomaly	3	274	1.43	0.0150	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000418960	FANCM,RSPO2,BRCA1
Monarch	HP:0002997	Obsolete Abnormality of the ulna	2	46	2.03	0.0161	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0004209	Clinodactyly of the 5th finger	3	292	1.4	0.0174	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0009179	Deviation of the 5th finger	3	293	1.4	0.0175	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0000813	Bicornuate uterus	2	49	2.0	0.0178	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0003220	Abnormality of chromosome stability	2	49	2.0	0.0178	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0001763	Pes planus	3	308	1.38	0.0192	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0001873	Thrombocytopenia	3	305	1.38	0.0192	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0002597	Abnormality of the vasculature	5	1673	0.87	0.0192	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000418960	CDKN1B,FANCM,RSPO2,ATRX,BRCA1
Monarch	HP:0012210	Abnormal renal morphology	4	837	1.07	0.0192	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,RSPO2,ATRX,BRCA1
Monarch	HP:0100615	Ovarian neoplasm	2	52	1.98	0.0192	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Monarch	HP:0003002	Breast carcinoma	2	54	1.96	0.0199	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Monarch	HP:0003022	Hypoplasia of the ulna	2	54	1.96	0.0199	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0100026	Arteriovenous malformation	2	54	1.96	0.0199	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0002245	Meckel diverticulum	2	56	1.94	0.0207	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0011873	Abnormal platelet count	3	323	1.36	0.0207	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0005344	Abnormal carotid artery morphology	2	57	1.94	0.0211	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0007565	Multiple cafe-au-lait spots	2	60	1.91	0.0228	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
