#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0009411	Response to UV	6	150	1.53	2.86e-05	9606.ENSP00000233146,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000498881	MSH2,WRN,ATR,BRCA2,PIK3R1,ERCC5
GO Process	GO:1901987	Regulation of cell cycle phase transition	8	431	1.2	2.86e-05	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000320485,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000369497,9606.ENSP00000489597	CDKN1B,MSH2,RB1,ARID1A,ATR,SMARCA4,BRCA2,PTPN11
GO Process	GO:0009893	Positive regulation of metabolic process	17	3847	0.58	3.00e-05	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	CDKN1B,MSH2,FUS,RB1,FANCM,NTRK2,WRN,ARID1A,ATR,SMARCA4,TFEB,ROS1,ATRX,AR,BRCA2,PIK3R1,PTPN11
GO Process	GO:0051054	Positive regulation of DNA metabolic process	7	304	1.29	4.68e-05	9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000362441	MSH2,FUS,WRN,ARID1A,ATR,SMARCA4,ATRX
GO Process	GO:0010604	Positive regulation of macromolecule metabolic process	16	3533	0.59	6.91e-05	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	CDKN1B,MSH2,FUS,RB1,FANCM,NTRK2,WRN,ARID1A,ATR,SMARCA4,TFEB,ATRX,AR,BRCA2,PIK3R1,PTPN11
GO Process	GO:0034502	Protein localization to chromosome	5	92	1.67	6.91e-05	9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497	MSH2,RB1,ATR,ATRX,BRCA2
GO Process	GO:0051716	Cellular response to stimulus	20	6357	0.43	7.07e-05	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000343741,9606.ENSP00000351742,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000364699,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597,9606.ENSP00000491742,9606.ENSP00000498881,9606.ENSP00000500891	CDKN1B,MSH2,RB1,FANCM,RSPO2,NTRK2,WRN,ARID1A,ATR,TFEB,ROS1,ATRX,AR,SDHD,BRCA2,PIK3R1,PTPN11,BIVM-ERCC5,ERCC5,MUTYH
GO Process	GO:0051052	Regulation of DNA metabolic process	8	541	1.1	8.68e-05	9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000362441,9606.ENSP00000369497	MSH2,FUS,WRN,ARID1A,ATR,SMARCA4,ATRX,BRCA2
GO Process	GO:0044237	Cellular metabolic process	20	6568	0.42	0.00011	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000364699,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597,9606.ENSP00000491742,9606.ENSP00000498881,9606.ENSP00000500891	CDKN1B,MSH2,FUS,RB1,FANCM,NTRK2,WRN,ATR,SMARCA4,TFEB,ROS1,ATRX,AR,SDHD,BRCA2,PIK3R1,PTPN11,BIVM-ERCC5,ERCC5,MUTYH
GO Process	GO:0033044	Regulation of chromosome organization	6	253	1.31	0.00024	9606.ENSP00000267163,9606.ENSP00000320485,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000362441	RB1,ARID1A,MCPH1,ATR,SMARCA4,ATRX
GO Process	GO:0048608	Reproductive structure development	7	436	1.14	0.00029	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000351742,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000489597	CDKN1B,MSH2,TFEB,ATRX,AR,BRCA2,PTPN11
GO Process	GO:0010948	Negative regulation of cell cycle process	6	272	1.28	0.00031	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000489597	CDKN1B,MSH2,RB1,ATR,ATRX,PTPN11
GO Process	GO:0045935	Positive regulation of nucleobase-containing compound metabolic process	12	2056	0.7	0.00037	9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056	MSH2,FUS,RB1,WRN,ARID1A,ATR,SMARCA4,TFEB,ATRX,AR,BRCA2,PIK3R1
GO Process	GO:0051276	Chromosome organization	9	968	0.9	0.00037	9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000362441,9606.ENSP00000369497	MSH2,RB1,FANCM,WRN,ARID1A,ATR,SMARCA4,ATRX,BRCA2
GO Process	GO:0033365	Protein localization to organelle	8	713	0.98	0.00043	9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000428056	MSH2,RB1,WRN,MCPH1,ATR,ATRX,BRCA2,PIK3R1
GO Process	GO:0007346	Regulation of mitotic cell cycle	7	493	1.08	0.00050	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000320485,9606.ENSP00000343896,9606.ENSP00000369497,9606.ENSP00000489597	CDKN1B,MSH2,RB1,ARID1A,SMARCA4,BRCA2,PTPN11
GO Process	GO:0010225	Response to UV-C	3	15	2.23	0.00050	9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000498881	WRN,BRCA2,ERCC5
GO Process	GO:0003006	Developmental process involved in reproduction	9	1023	0.88	0.00051	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000351742,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000489597	CDKN1B,MSH2,RB1,TFEB,ROS1,ATRX,AR,BRCA2,PTPN11
GO Process	GO:0070198	Protein localization to chromosome, telomeric region	3	17	2.18	0.00063	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497	ATR,ATRX,BRCA2
GO Process	GO:0048513	Animal organ development	14	3246	0.57	0.00080	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	CDKN1B,MSH2,RB1,RSPO2,NTRK2,WRN,MCPH1,SMARCA4,TFEB,ATRX,AR,BRCA2,PIK3R1,PTPN11
GO Process	GO:0048731	System development	15	3867	0.52	0.00094	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000342924,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	CDKN1B,MSH2,RB1,RSPO2,NTRK2,WRN,ARID1A,MCPH1,SMARCA4,TFEB,ATRX,AR,BRCA2,PIK3R1,PTPN11
GO Process	GO:0022402	Cell cycle process	8	835	0.91	0.0011	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000362441,9606.ENSP00000369497	CDKN1B,MSH2,RB1,FANCM,WRN,MCPH1,ATRX,BRCA2
GO Process	GO:0022414	Reproductive process	10	1504	0.76	0.0011	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000351742,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000489597	CDKN1B,MSH2,RB1,FANCM,TFEB,ROS1,ATRX,AR,BRCA2,PTPN11
GO Process	GO:0051128	Regulation of cellular component organization	12	2365	0.64	0.0011	9606.ENSP00000228872,9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000320485,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000428056,9606.ENSP00000489597	CDKN1B,RB1,NTRK2,ARID1A,MCPH1,ATR,SMARCA4,ROS1,ATRX,AR,PIK3R1,PTPN11
GO Process	GO:0006302	Double-strand break repair	5	204	1.32	0.0012	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000498881	MSH2,FANCM,WRN,BRCA2,ERCC5
GO Process	GO:0048519	Negative regulation of biological process	17	5313	0.44	0.0012	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597,9606.ENSP00000498881,9606.ENSP00000500891	CDKN1B,MSH2,FUS,RB1,RSPO2,NTRK2,MCPH1,ATR,SMARCA4,ROS1,ATRX,AR,BRCA2,PIK3R1,PTPN11,ERCC5,MUTYH
GO Process	GO:0045934	Negative regulation of nucleobase-containing compound metabolic process	10	1562	0.74	0.0013	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497	CDKN1B,MSH2,FUS,RB1,MCPH1,ATR,SMARCA4,ATRX,AR,BRCA2
GO Process	GO:0072331	Signal transduction by p53 class mediator	4	93	1.57	0.0013	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000362441,9606.ENSP00000369497	CDKN1B,MSH2,ATRX,BRCA2
GO Process	GO:0043069	Negative regulation of programmed cell death	8	911	0.88	0.0016	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000363822,9606.ENSP00000428056,9606.ENSP00000498881,9606.ENSP00000500891	CDKN1B,MSH2,RB1,NTRK2,AR,PIK3R1,ERCC5,MUTYH
GO Process	GO:0048518	Positive regulation of biological process	18	6207	0.4	0.0016	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	CDKN1B,MSH2,FUS,RB1,FANCM,RSPO2,NTRK2,WRN,ARID1A,ATR,SMARCA4,TFEB,ROS1,ATRX,AR,BRCA2,PIK3R1,PTPN11
GO Process	GO:1901988	Negative regulation of cell cycle phase transition	5	225	1.28	0.0016	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000343741,9606.ENSP00000489597	CDKN1B,MSH2,RB1,ATR,PTPN11
GO Process	GO:0007049	Cell cycle	9	1246	0.79	0.0017	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000489597	CDKN1B,MSH2,RB1,FANCM,WRN,MCPH1,ATRX,BRCA2,PTPN11
GO Process	GO:0060255	Regulation of macromolecule metabolic process	18	6249	0.39	0.0017	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	CDKN1B,MSH2,FUS,RB1,FANCM,NTRK2,WRN,ARID1A,MCPH1,ATR,SMARCA4,TFEB,ROS1,ATRX,AR,BRCA2,PIK3R1,PTPN11
GO Process	GO:0000077	DNA damage checkpoint signaling	4	105	1.51	0.0019	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000343741,9606.ENSP00000489597	CDKN1B,MSH2,ATR,PTPN11
GO Process	GO:0006310	DNA recombination	5	235	1.26	0.0019	9606.ENSP00000233146,9606.ENSP00000267430,9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000498881	MSH2,FANCM,WRN,BRCA2,ERCC5
GO Process	GO:0048522	Positive regulation of cellular process	17	5584	0.42	0.0020	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	CDKN1B,MSH2,FUS,RB1,RSPO2,NTRK2,WRN,ARID1A,ATR,SMARCA4,TFEB,ROS1,ATRX,AR,BRCA2,PIK3R1,PTPN11
GO Process	GO:0000724	Double-strand break repair via homologous recombination	4	114	1.48	0.0024	9606.ENSP00000267430,9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000498881	FANCM,WRN,BRCA2,ERCC5
GO Process	GO:0031323	Regulation of cellular metabolic process	17	5681	0.41	0.0024	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	CDKN1B,MSH2,FUS,RB1,NTRK2,WRN,ARID1A,MCPH1,ATR,SMARCA4,TFEB,ROS1,ATRX,AR,BRCA2,PIK3R1,PTPN11
GO Process	GO:0051171	Regulation of nitrogen compound metabolic process	17	5734	0.4	0.0026	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	CDKN1B,MSH2,FUS,RB1,FANCM,NTRK2,WRN,ARID1A,MCPH1,ATR,SMARCA4,TFEB,ATRX,AR,BRCA2,PIK3R1,PTPN11
GO Process	GO:0043170	Macromolecule metabolic process	17	5781	0.4	0.0029	9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597,9606.ENSP00000491742,9606.ENSP00000498881,9606.ENSP00000500891	MSH2,FUS,RB1,FANCM,NTRK2,WRN,ATR,SMARCA4,ROS1,ATRX,AR,BRCA2,PIK3R1,PTPN11,BIVM-ERCC5,ERCC5,MUTYH
GO Process	GO:0080134	Regulation of response to stress	9	1373	0.75	0.0029	9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000320485,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	FUS,RB1,ARID1A,MCPH1,ATR,SMARCA4,BRCA2,PIK3R1,PTPN11
GO Process	GO:0048856	Anatomical structure development	16	5117	0.43	0.0033	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000267163,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000342924,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	CDKN1B,MSH2,RB1,RSPO2,NTRK2,WRN,ARID1A,MCPH1,SMARCA4,TFEB,ROS1,ATRX,AR,BRCA2,PIK3R1,PTPN11
GO Process	GO:0006807	Nitrogen compound metabolic process	18	6643	0.37	0.0034	9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000364699,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597,9606.ENSP00000491742,9606.ENSP00000498881,9606.ENSP00000500891	MSH2,FUS,RB1,FANCM,NTRK2,WRN,ATR,SMARCA4,ROS1,ATRX,AR,SDHD,BRCA2,PIK3R1,PTPN11,BIVM-ERCC5,ERCC5,MUTYH
GO Process	GO:0007548	Sex differentiation	5	282	1.18	0.0035	9606.ENSP00000233146,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000489597	MSH2,ATRX,AR,BRCA2,PTPN11
GO Process	GO:0010605	Negative regulation of macromolecule metabolic process	12	2760	0.57	0.0035	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497	CDKN1B,MSH2,FUS,RB1,NTRK2,MCPH1,ATR,SMARCA4,ROS1,ATRX,AR,BRCA2
GO Process	GO:0031324	Negative regulation of cellular metabolic process	11	2265	0.62	0.0035	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497	CDKN1B,MSH2,FUS,RB1,NTRK2,MCPH1,ATR,SMARCA4,ATRX,AR,BRCA2
GO Process	GO:0080090	Regulation of primary metabolic process	17	5899	0.39	0.0035	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000267430,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000320485,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000351742,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	CDKN1B,MSH2,FUS,RB1,FANCM,NTRK2,WRN,ARID1A,MCPH1,ATR,SMARCA4,TFEB,ATRX,AR,BRCA2,PIK3R1,PTPN11
GO Process	GO:2000779	Regulation of double-strand break repair	4	135	1.4	0.0037	9606.ENSP00000254108,9606.ENSP00000320485,9606.ENSP00000343741,9606.ENSP00000343896	FUS,ARID1A,ATR,SMARCA4
GO Process	GO:0006284	Base-excision repair	3	43	1.78	0.0040	9606.ENSP00000298139,9606.ENSP00000498881,9606.ENSP00000500891	WRN,ERCC5,MUTYH
GO Process	GO:0048583	Regulation of response to stimulus	14	3931	0.48	0.0040	9606.ENSP00000233146,9606.ENSP00000254108,9606.ENSP00000267163,9606.ENSP00000276659,9606.ENSP00000277120,9606.ENSP00000320485,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000343896,9606.ENSP00000357494,9606.ENSP00000363822,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000489597	MSH2,FUS,RB1,RSPO2,NTRK2,ARID1A,MCPH1,ATR,SMARCA4,ROS1,AR,BRCA2,PIK3R1,PTPN11
GO Process	GO:0050680	Negative regulation of epithelial cell proliferation	4	139	1.39	0.0040	9606.ENSP00000228872,9606.ENSP00000267163,9606.ENSP00000363822,9606.ENSP00000369497	CDKN1B,RB1,AR,BRCA2
GO Process	GO:0030330	DNA damage response, signal transduction by p53 class mediator	3	44	1.77	0.0041	9606.ENSP00000228872,9606.ENSP00000362441,9606.ENSP00000369497	CDKN1B,ATRX,BRCA2
GO Process	GO:0009628	Response to abiotic stimulus	8	1107	0.79	0.0043	9606.ENSP00000228872,9606.ENSP00000233146,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000364699,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000498881	CDKN1B,MSH2,WRN,ATR,SDHD,BRCA2,PIK3R1,ERCC5
GO Process	GO:0010212	Response to ionizing radiation	4	143	1.38	0.0043	9606.ENSP00000233146,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000369497	MSH2,WRN,ATR,BRCA2
